2023-03-10 09:09:35 INFO     Started
2023-03-10 09:09:45 INFO     Processing session 1
2023-03-10 09:09:45 INFO     Processing session 1
2023-03-10 09:09:47 INFO     Processing session 20090312431273200
2023-03-10 09:09:47 INFO     Processing session 20100410072927668
2023-03-10 09:09:47 INFO     Processing session 20110407561917676
2023-03-10 09:09:47 INFO     Processing session 20110207445282544
2023-03-10 09:09:47 INFO     Processing session 20090312431273200
2023-03-10 09:09:47 INFO     Processing session 21000108443399060
2023-03-10 09:09:47 INFO     Processing session 21000312302704276
2023-03-10 09:09:47 INFO     Processing session 21000512381068144
2023-03-10 09:09:47 INFO     Processing session 20100410084750544
2023-03-10 09:09:47 INFO     Processing session 21010210024185870
2023-03-10 09:09:47 INFO     Processing session 21010411450812890
2023-03-10 09:09:47 INFO     Processing session 20110407561917676
2023-03-10 09:09:47 INFO     Processing session 21020218153110530
2023-03-10 09:09:47 INFO     Processing session 21020110031234896
2023-03-10 09:09:47 INFO     Processing session 21030410103015816
2023-03-10 09:09:47 INFO     Processing session 21030121340569210
2023-03-10 09:09:47 INFO     Processing session 21040222111633756
2023-03-10 09:09:47 INFO     Processing session 20110207445282544
2023-03-10 09:09:47 INFO     Processing session 21020508344688720
2023-03-10 09:09:47 INFO     Processing session 21040108301333916
2023-03-10 09:09:47 INFO     Processing session 20090312431273200
2023-03-10 09:09:47 INFO     Processing session 21000109025426704
2023-03-10 09:09:47 INFO     Processing session 21000312302704276
2023-03-10 09:09:47 INFO     Processing session 21000512381068144
2023-03-10 09:09:47 INFO     Processing session 20100410084750544
2023-03-10 09:09:47 INFO     Processing session 21010210073876876
2023-03-10 09:09:47 INFO     Processing session 21010411450812890
2023-03-10 09:09:47 INFO     Processing session 20110407561917676
2023-03-10 09:09:47 INFO     Processing session 21020218272946650
2023-03-10 09:09:47 INFO     Processing session 21020110031234896
2023-03-10 09:09:47 INFO     Processing session 21030410103095616
2023-03-10 09:09:47 INFO     Processing session 21030121340569210
2023-03-10 09:09:47 INFO     Processing session 21040222111633756
2023-03-10 09:09:47 INFO     Processing session 20110207451400840
2023-03-10 09:09:47 INFO     Processing session 21020508344688720
2023-03-10 09:09:47 INFO     Processing session 21040108301333916
2023-03-10 09:09:47 INFO     Processing session 20090312433251036
2023-03-10 09:09:47 INFO     Processing session 21000109025426704
2023-03-10 09:09:47 INFO     Processing session 21000312353464396
2023-03-10 09:09:47 INFO     Processing session 21000512381068144
2023-03-10 09:09:47 INFO     Processing session 20100410084750544
2023-03-10 09:09:47 INFO     Processing session 21010210073876876
2023-03-10 09:09:47 INFO     Processing session 21010411455145864
2023-03-10 09:09:47 INFO     Processing session 20110407575539184
2023-03-10 09:09:47 INFO     Processing session 21020218272946650
2023-03-10 09:09:47 INFO     Processing session 21020110031234896
2023-03-10 09:09:47 INFO     Processing session 21030410103095616
2023-03-10 09:09:47 INFO     Processing session 21030121340569210
2023-03-10 09:09:47 INFO     Processing session 21040222111633756
2023-03-10 09:09:47 INFO     Processing session 20110207451400840
2023-03-10 09:09:47 INFO     Processing session 21020508351106704
2023-03-10 09:09:47 INFO     Processing session 21040108341581388
2023-03-10 09:09:47 INFO     Processing session 20090312433251036
2023-03-10 09:09:47 INFO     Processing session 21000109025426704
2023-03-10 09:09:47 INFO     Processing session 21000312353464396
2023-03-10 09:09:47 INFO     Processing session 21000512383584704
2023-03-10 09:09:47 INFO     Processing session 20100410085610908
2023-03-10 09:09:47 INFO     Processing session 21010210073876876
2023-03-10 09:09:47 INFO     Processing session 21010411455145864
2023-03-10 09:09:47 INFO     Processing session 20110407575539184
2023-03-10 09:09:47 INFO     Processing session 21020218272946650
2023-03-10 09:09:47 INFO     Processing session 21020110040543452
2023-03-10 09:09:47 INFO     Processing session 21030410103095616
2023-03-10 09:09:47 INFO     Processing session 21030121363631236
2023-03-10 09:09:47 INFO     Processing session 21040223211908244
2023-03-10 09:09:47 INFO     Processing session 20110207451400840
2023-03-10 09:09:47 INFO     Processing session 21020508351106704
2023-03-10 09:09:47 INFO     Processing session 21040108341581388
2023-03-10 09:09:47 INFO     Processing session 20090312433251036
2023-03-10 09:09:47 INFO     Processing session 21000109051573230
2023-03-10 09:09:47 INFO     Processing session 21000312353464396
2023-03-10 09:09:47 INFO     Processing session 21000512383584704
2023-03-10 09:09:47 INFO     Processing session 20100410085610908
2023-03-10 09:09:47 INFO     Processing session 21010210092197980
2023-03-10 09:09:47 INFO     Processing session 21010411455145864
2023-03-10 09:09:47 INFO     Processing session 20110407575539184
2023-03-10 09:09:47 INFO     Processing session 21020218310048650
2023-03-10 09:09:47 INFO     Processing session 21020110040543452
2023-03-10 09:09:47 INFO     Processing session 21030410105018244
2023-03-10 09:09:47 INFO     Processing session 21030121363631236
2023-03-10 09:09:47 INFO     Processing session 21040223211908244
2023-03-10 09:09:47 INFO     Processing session 20110208093727820
2023-03-10 09:09:47 INFO     Processing session 21020508351106704
2023-03-10 09:09:47 INFO     Processing session 21040108341581388
2023-03-10 09:09:47 INFO     Processing session 20090314121766812
2023-03-10 09:09:47 INFO     Processing session 21000109051573230
2023-03-10 09:09:47 INFO     Processing session 21000312374247068
2023-03-10 09:09:47 INFO     Processing session 21000512383584704
2023-03-10 09:09:47 INFO     Processing session 20100410085610908
2023-03-10 09:09:47 INFO     Processing session 21010210092197980
2023-03-10 09:09:47 INFO     Processing session 21010411481751824
2023-03-10 09:09:47 INFO     Processing session 20110408081403340
2023-03-10 09:09:47 INFO     Processing session 21020218310048650
2023-03-10 09:09:47 INFO     Processing session 21020110040543452
2023-03-10 09:09:47 INFO     Processing session 21030410105018244
2023-03-10 09:09:47 INFO     Processing session 21030121363631236
2023-03-10 09:09:47 INFO     Processing session 21040223211908244
2023-03-10 09:09:47 INFO     Processing session 20110208093727820
2023-03-10 09:09:47 INFO     Processing session 21020508364045304
2023-03-10 09:09:47 INFO     Processing session 21040108343273508
2023-03-10 09:09:47 INFO     Processing session 20090314121766812
2023-03-10 09:09:47 INFO     Processing session 21000109051573230
2023-03-10 09:09:47 INFO     Processing session 21000312374247068
2023-03-10 09:09:47 INFO     Processing session 21000512394961670
2023-03-10 09:09:47 INFO     Processing session 20100410114264908
2023-03-10 09:09:47 INFO     Processing session 21010210092197980
2023-03-10 09:09:47 INFO     Processing session 21010411481751824
2023-03-10 09:09:47 INFO     Processing session 20110408081403340
2023-03-10 09:09:47 INFO     Processing session 21020218310048650
2023-03-10 09:09:47 INFO     Processing session 21020110040895108
2023-03-10 09:09:47 INFO     Processing session 21030410105018244
2023-03-10 09:09:47 INFO     Processing session 21030122500320630
2023-03-10 09:09:47 INFO     Processing session 21040306515437092
2023-03-10 09:09:47 INFO     Processing session 20110208093727820
2023-03-10 09:09:47 INFO     Processing session 21020508364045304
2023-03-10 09:09:47 INFO     Processing session 21040108343273508
2023-03-10 09:09:47 INFO     Processing session 20090314121766812
2023-03-10 09:09:47 INFO     Processing session 21000109102202300
2023-03-10 09:09:47 INFO     Processing session 21000312374247068
2023-03-10 09:09:47 INFO     Processing session 21000512394961670
2023-03-10 09:09:47 INFO     Processing session 20100410114264908
2023-03-10 09:09:47 INFO     Processing session 21010210112209532
2023-03-10 09:09:47 INFO     Processing session 21010411481751824
2023-03-10 09:09:47 INFO     Processing session 20110408081403340
2023-03-10 09:09:47 INFO     Processing session 21020219021855028
2023-03-10 09:09:47 INFO     Processing session 21020110040895108
2023-03-10 09:09:47 INFO     Processing session 21030410145617930
2023-03-10 09:09:47 INFO     Processing session 21030122500320630
2023-03-10 09:09:47 INFO     Processing session 21040306515437092
2023-03-10 09:09:47 INFO     Processing session 20110208142396944
2023-03-10 09:09:47 INFO     Processing session 21020508364045304
2023-03-10 09:09:47 INFO     Processing session 21040108343273508
2023-03-10 09:09:47 INFO     Processing session 20090314363702160
2023-03-10 09:09:47 INFO     Processing session 21000109102202300
2023-03-10 09:09:47 INFO     Processing session 21000312381776720
2023-03-10 09:09:47 INFO     Processing session 21000512394961670
2023-03-10 09:09:47 INFO     Processing session 20100410114264908
2023-03-10 09:09:47 INFO     Processing session 21010210112209532
2023-03-10 09:09:47 INFO     Processing session 21010411482647930
2023-03-10 09:09:47 INFO     Processing session 20110408095119776
2023-03-10 09:09:47 INFO     Processing session 21020219021855028
2023-03-10 09:09:47 INFO     Processing session 21020110040895108
2023-03-10 09:09:47 INFO     Processing session 21030410145617930
2023-03-10 09:09:47 INFO     Processing session 21030122500320630
2023-03-10 09:09:47 INFO     Processing session 21040306515437092
2023-03-10 09:09:47 INFO     Processing session 20110208142396944
2023-03-10 09:09:47 INFO     Processing session 21020508382038308
2023-03-10 09:09:47 INFO     Processing session 21040108345108932
2023-03-10 09:09:47 INFO     Processing session 20090314363702160
2023-03-10 09:09:47 INFO     Processing session 21000109102202300
2023-03-10 09:09:47 INFO     Processing session 21000312381776720
2023-03-10 09:09:47 INFO     Processing session 21000512405971388
2023-03-10 09:09:47 INFO     Processing session 20100410114339228
2023-03-10 09:09:47 INFO     Processing session 21010210112209532
2023-03-10 09:09:47 INFO     Processing session 21010411482647930
2023-03-10 09:09:47 INFO     Processing session 20110408095119776
2023-03-10 09:09:47 INFO     Processing session 21020219021855028
2023-03-10 09:09:47 INFO     Processing session 21020110054449750
2023-03-10 09:09:47 INFO     Processing session 21030410145617930
2023-03-10 09:09:47 INFO     Processing session 21030205524369404
2023-03-10 09:09:47 INFO     Processing session 21040307061013740
2023-03-10 09:09:47 INFO     Processing session 20110208142396944
2023-03-10 09:09:47 INFO     Processing session 21020508382038308
2023-03-10 09:09:47 INFO     Processing session 21040108345108932
2023-03-10 09:09:47 INFO     Processing session 20090314363702160
2023-03-10 09:09:47 INFO     Processing session 21000109114929420
2023-03-10 09:09:47 INFO     Processing session 21000312381776720
2023-03-10 09:09:47 INFO     Processing session 21000512405971388
2023-03-10 09:09:47 INFO     Processing session 20100410114339228
2023-03-10 09:09:47 INFO     Processing session 21010210191726690
2023-03-10 09:09:47 INFO     Processing session 21010411482647930
2023-03-10 09:09:47 INFO     Processing session 20110408095119776
2023-03-10 09:09:47 INFO     Processing session 21020219325225296
2023-03-10 09:09:47 INFO     Processing session 21020110054449750
2023-03-10 09:09:47 INFO     Processing session 21030410194432828
2023-03-10 09:09:47 INFO     Processing session 21030205524369404
2023-03-10 09:09:47 INFO     Processing session 21040307061013740
2023-03-10 09:09:47 INFO     Processing session 20110208143294050
2023-03-10 09:09:47 INFO     Processing session 21020508382038308
2023-03-10 09:09:47 INFO     Processing session 21040108345108932
2023-03-10 09:09:47 INFO     Processing session 20090314441803444
2023-03-10 09:09:47 INFO     Processing session 21000109114929420
2023-03-10 09:09:47 INFO     Processing session 21000312394997110
2023-03-10 09:09:47 INFO     Processing session 21000512405971388
2023-03-10 09:09:47 INFO     Processing session 20100410114339228
2023-03-10 09:09:47 INFO     Processing session 21010210191726690
2023-03-10 09:09:47 INFO     Processing session 21010411504267332
2023-03-10 09:09:47 INFO     Processing session 20110408095900790
2023-03-10 09:09:47 INFO     Processing session 21020219325225296
2023-03-10 09:09:47 INFO     Processing session 21020110054449750
2023-03-10 09:09:47 INFO     Processing session 21030410194432828
2023-03-10 09:09:47 INFO     Processing session 21030205524369404
2023-03-10 09:09:47 INFO     Processing session 21040307061013740
2023-03-10 09:09:47 INFO     Processing session 20110208143294050
2023-03-10 09:09:47 INFO     Processing session 21020508405013630
2023-03-10 09:09:47 INFO     Processing session 21040108372760760
2023-03-10 09:09:47 INFO     Processing session 20090314441803444
2023-03-10 09:09:47 INFO     Processing session 21000109114929420
2023-03-10 09:09:47 INFO     Processing session 21000312394997110
2023-03-10 09:09:47 INFO     Processing session 21000512430100250
2023-03-10 09:09:47 INFO     Processing session 20100410124842764
2023-03-10 09:09:47 INFO     Processing session 21010210191726690
2023-03-10 09:09:47 INFO     Processing session 21010411504267332
2023-03-10 09:09:47 INFO     Processing session 20110408095900790
2023-03-10 09:09:47 INFO     Processing session 21020219325225296
2023-03-10 09:09:47 INFO     Processing session 21020110071314490
2023-03-10 09:09:47 INFO     Processing session 21030410194432828
2023-03-10 09:09:47 INFO     Processing session 21030207240628590
2023-03-10 09:09:47 INFO     Processing session 21040307392758000
2023-03-10 09:09:47 INFO     Processing session 20110208143294050
2023-03-10 09:09:47 INFO     Processing session 21020508405013630
2023-03-10 09:09:47 INFO     Processing session 21040108372760760
2023-03-10 09:09:47 INFO     Processing session 20090314441803444
2023-03-10 09:09:47 INFO     Processing session 21000109115840228
2023-03-10 09:09:47 INFO     Processing session 21000312394997110
2023-03-10 09:09:47 INFO     Processing session 21000512430100250
2023-03-10 09:09:47 INFO     Processing session 20100410124842764
2023-03-10 09:09:47 INFO     Processing session 21010210202453140
2023-03-10 09:09:47 INFO     Processing session 21010411504267332
2023-03-10 09:09:47 INFO     Processing session 20110408095900790
2023-03-10 09:09:47 INFO     Processing session 21020220032589476
2023-03-10 09:09:47 INFO     Processing session 21020110071314490
2023-03-10 09:09:47 INFO     Processing session 21030410202049410
2023-03-10 09:09:47 INFO     Processing session 21030207240628590
2023-03-10 09:09:47 INFO     Processing session 21040307392758000
2023-03-10 09:09:47 INFO     Processing session 20110208184667650
2023-03-10 09:09:47 INFO     Processing session 21020508405013630
2023-03-10 09:09:47 INFO     Processing session 21040108372760760
2023-03-10 09:09:47 INFO     Processing session 20090315081004164
2023-03-10 09:09:47 INFO     Processing session 21000109115840228
2023-03-10 09:09:47 INFO     Processing session 21000312453906428
2023-03-10 09:09:47 INFO     Processing session 21000512430100250
2023-03-10 09:09:47 INFO     Processing session 20100410124842764
2023-03-10 09:09:47 INFO     Processing session 21010210202453140
2023-03-10 09:09:47 INFO     Processing session 21010411513604836
2023-03-10 09:09:47 INFO     Processing session 20110408102520604
2023-03-10 09:09:47 INFO     Processing session 21020220032589476
2023-03-10 09:09:47 INFO     Processing session 21020110071314490
2023-03-10 09:09:47 INFO     Processing session 21030410202049410
2023-03-10 09:09:47 INFO     Processing session 21030207240628590
2023-03-10 09:09:47 INFO     Processing session 21040307392758000
2023-03-10 09:09:47 INFO     Processing session 20110208184667650
2023-03-10 09:09:47 INFO     Processing session 21020508480873228
2023-03-10 09:09:47 INFO     Processing session 21040108375620836
2023-03-10 09:09:47 INFO     Processing session 20090315081004164
2023-03-10 09:09:47 INFO     Processing session 21000109115840228
2023-03-10 09:09:47 INFO     Processing session 21000312453906428
2023-03-10 09:09:47 INFO     Processing session 21000512474354644
2023-03-10 09:09:47 INFO     Processing session 20100410150892310
2023-03-10 09:09:47 INFO     Processing session 21010210202453140
2023-03-10 09:09:47 INFO     Processing session 21010411513604836
2023-03-10 09:09:47 INFO     Processing session 20110408102520604
2023-03-10 09:09:47 INFO     Processing session 21020220032589476
2023-03-10 09:09:47 INFO     Processing session 21020110092671160
2023-03-10 09:09:47 INFO     Processing session 21030410202049410
2023-03-10 09:09:47 INFO     Processing session 21030207415795016
2023-03-10 09:09:47 INFO     Processing session 21040307405104736
2023-03-10 09:09:47 INFO     Processing session 20110208184667650
2023-03-10 09:09:47 INFO     Processing session 21020508480873228
2023-03-10 09:09:47 INFO     Processing session 21040108375620836
2023-03-10 09:09:47 INFO     Processing session 20090315081004164
2023-03-10 09:09:47 INFO     Processing session 21000109135184824
2023-03-10 09:09:47 INFO     Processing session 21000312453906428
2023-03-10 09:09:47 INFO     Processing session 21000512474354644
2023-03-10 09:09:47 INFO     Processing session 20100410150892310
2023-03-10 09:09:47 INFO     Processing session 21010210215461270
2023-03-10 09:09:47 INFO     Processing session 21010411513604836
2023-03-10 09:09:47 INFO     Processing session 20110408102520604
2023-03-10 09:09:47 INFO     Processing session 21020220290036096
2023-03-10 09:09:47 INFO     Processing session 21020110092671160
2023-03-10 09:09:47 INFO     Processing session 21030410243049870
2023-03-10 09:09:47 INFO     Processing session 21030207415795016
2023-03-10 09:09:47 INFO     Processing session 21040307405104736
2023-03-10 09:09:47 INFO     Processing session 20110208200333796
2023-03-10 09:09:47 INFO     Processing session 21020508480873228
2023-03-10 09:09:47 INFO     Processing session 21040108375620836
2023-03-10 09:09:47 INFO     Processing session 20090315085850788
2023-03-10 09:09:47 INFO     Processing session 21000109135184824
2023-03-10 09:09:47 INFO     Processing session 21000312490993440
2023-03-10 09:09:47 INFO     Processing session 21000512474354644
2023-03-10 09:09:47 INFO     Processing session 20100410150892310
2023-03-10 09:09:47 INFO     Processing session 21010210215461270
2023-03-10 09:09:47 INFO     Processing session 21010411561952676
2023-03-10 09:09:47 INFO     Processing session 20110408141438904
2023-03-10 09:09:47 INFO     Processing session 21020220290036096
2023-03-10 09:09:47 INFO     Processing session 21020110092671160
2023-03-10 09:09:47 INFO     Processing session 21030410243049870
2023-03-10 09:09:47 INFO     Processing session 21030207415795016
2023-03-10 09:09:47 INFO     Processing session 21040307405104736
2023-03-10 09:09:47 INFO     Processing session 20110208200333796
2023-03-10 09:09:47 INFO     Processing session 21020508502755510
2023-03-10 09:09:47 INFO     Processing session 21040108395039200
2023-03-10 09:09:47 INFO     Processing session 20090315085850788
2023-03-10 09:09:47 INFO     Processing session 21000109135184824
2023-03-10 09:09:47 INFO     Processing session 21000312490993440
2023-03-10 09:09:47 INFO     Processing session 21000512504636270
